name,email,sex,is_teacher,is_student,gender2,fav_subject,int_test,decimal_test,range_test,date_test,time_test,date_time,image_test,file_test,autocalc_test,geolocation_test,barcode_test,geo_area_test,percent_test
subj_477,subj_477@gmail.com,f,Off,On,note here,"math, nepali, english",64,35.94,18,16-Mar-26,17:40,15/12/2024 17:54,,,,"27.17190730282474,85.06561874640471",,"27.235890490030627,85.14926828114923,28.381101227823216,85.4816540315704,27.34326504172728,85.44022634852533",
subj_478,subj_478@gmail.com,,On,Off,user response,"english, nepali, math",47,9.34,135,10-Sep-26,,06/08/2025 08:40,,,,"27.640548224842682,85.39084975968436",,"28.339382377565208,85.110757182548,27.929851095036685,85.4739858900274,27.794692882433182,85.48844886184857",20
subj_479,subj_479@gmail.com,m,On,On,lorem ipsum,nepali,67,193.44,131,09-Aug-26,23:35,28/07/2025 06:11,,,,"27.342078880292632,85.2570179489931",,"28.340646645799694,85.4831595482416,28.336042520039832,85.31008747967347,27.308646231886694,85.47172557958497",
subj_480,,f,Off,On,,"nepali, math, english",1,66.49,59,03-Nov-25,,,,,,"27.885208771378217,85.45403310669425",,,4
subj_481,subj_481@gmail.com,m,On,On,sample input,"nepali, math",92,8.26,174,,,,,,,"28.242349944297263,85.3915732376392",,"28.107721816260458,85.44465643515383,28.09851454445365,85.36822965401048,28.206121759070225,85.27817742796381",28
subj_482,subj_482@gmail.com,,On,Off,,math,31,75.79,168,21-Sep-24,00:40,15/12/2025 00:52,,,,"28.361231818091127,85.10285605604547",,"28.296551299664078,85.12979933540026,27.67625226895824,85.1107522145183,27.036464185816786,85.32950631393248",51
subj_483,subj_483@gmail.com,f,On,On,lorem ipsum,nepali,53,,155,,00:08,22/04/2024 14:54,,,,"28.014863500529707,85.03753809776032",,,21
subj_484,,,Off,Off,free text,"nepali, math, english",92,79.43,60,23-Oct-24,12:47,16/05/2026 03:31,,,,"27.724924914007023,85.08899842996803",,"27.653587578502616,85.17409300651647,28.020656170032954,85.41446206539281,27.74779819842529,85.16540649552651",30
subj_485,,m,On,On,free text,"english, nepali, math",5,,190,30-Mar-25,01:33,23/11/2025 06:32,,,,,,"27.72289817222828,85.02733339791654,27.749661503875082,85.28178471518062,27.398501270110746,85.3387951704541",
subj_486,subj_486@gmail.com,f,On,Off,sample input,"nepali, english, math",13,118.56,10,12-May-25,03:56,23/08/2025 03:48,,,,"27.520589845416534,85.0744113511113",,"27.28227182800314,85.38893747587836,28.235038415361455,85.2006691717505,27.929327157996788,85.2161867253756",26
subj_487,subj_487@gmail.com,,Off,Off,note here,english,57,25.49,35,,15:25,24/10/2024 10:22,,,,"27.30146613961481,85.42520427402671",,,97
subj_488,subj_488@gmail.com,f,On,Off,lorem ipsum,nepali,11,21.19,24,25-Oct-25,11:04,17/12/2026 21:06,,,,"27.394514455424325,85.45073781440567",,"27.247277737649416,85.13311818430115,27.144890910137462,85.4018382534433,28.47634809306252,85.14848825428489",57
subj_489,subj_489@gmail.com,,On,Off,,nepali,84,,186,01-Jul-24,23:15,,,,,"28.00264781618857,85.36959081352158",,,72
subj_490,subj_490@gmail.com,m,On,On,lorem ipsum,"english, nepali",83,171.51,82,10-Jul-24,08:57,23/12/2025 16:31,,,,"27.987142675765003,85.25909247007233",,"27.96389262641434,85.06243699729627,28.193872463041,85.23349704172252,27.486219021607212,85.41197969292298",56
subj_491,subj_491@gmail.com,,Off,Off,user response,math,79,,131,08-Oct-26,09:53,05/10/2026 05:36,,,,,,"27.013325702439104,85.35409737680752,27.91659804293793,85.27627551085459,28.17874193877014,85.49623647381773",
subj_492,subj_492@gmail.com,f,On,On,lorem ipsum,"english, math, nepali",95,,92,03-Apr-26,,26/11/2024 20:30,,,,"27.222729108801904,85.11500018824108",,"28.14139315884975,85.04888661949401,27.68715642427457,85.39855312539066,27.398689126302646,85.08459448418802",14
subj_493,subj_493@gmail.com,,Off,Off,lorem ipsum,"math, nepali",62,186.39,39,27-Mar-25,18:34,17/02/2025 15:02,,,,"27.293757047443776,85.2752380634544",,"27.49635744465514,85.26863063746654,27.096593661173554,85.08860338515495,27.223380626019765,85.01395777253552",71
subj_494,subj_494@gmail.com,,Off,Off,sample input,"math, nepali",1,22.14,111,,05:19,24/06/2024 12:14,,,,"27.142923219564572,85.26076318947607",,"27.09236691485976,85.23231797497212,28.415739495173668,85.0794845268292,27.302053015358247,85.30023245569761",51
subj_495,subj_495@gmail.com,,On,On,note here,english,15,47.48,17,30-Dec-25,17:12,23/12/2026 18:40,,,,"27.632017468909854,85.21715637138033",,"28.211855514472276,85.25529232652352,27.556719956352048,85.47276968070777,27.951299287155315,85.2718267044971",51
subj_496,subj_496@gmail.com,f,Off,Off,note here,"english, math",58,104.68,111,,21:09,06/08/2026 09:25,,,,"27.779354067243826,85.13717654009147",,"27.93269122649496,85.33105125755766,27.56592747479637,85.16822841924994,27.527308009459407,85.47558824274483",32
subj_497,subj_497@gmail.com,f,Off,On,user response,"nepali, english, math",24,144.28,80,,12:42,24/09/2025 05:14,,,,"27.393560355416508,85.31875999042312",,"27.07251696332357,85.19585371340719,27.259028423798625,85.30296699811174,27.475092079766597,85.38576630883837",
subj_498,subj_498@gmail.com,m,On,On,,"math, nepali",38,,193,15-Oct-26,16:47,19/07/2025 18:30,,,,"28.4948186009084,85.45504299388688",,"27.14288568454308,85.33885377980653,27.51321934948003,85.3293350447978,27.6183735113692,85.00451657491266",93
subj_499,subj_499@gmail.com,m,On,Off,lorem ipsum,"nepali, english, math",13,,102,21-Feb-24,17:30,,,,,"27.367396968526194,85.24599619184522",,"27.542564376629393,85.0927983745378,27.855151046187824,85.45651401266674,27.474911358542474,85.25403130488573",75
